ML_USE,GCS_FILE_PATH,LABEL,X_MIN,Y_MIN,X_MAX,Y_MIN,X_MAX,Y_MAX,X_MIN,Y_MAX
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/dqwrecsda_jpg.rf.6ead3408867833226958438806e193b2.jpg,ER_23,0.0875,0.4953125,,,0.20859375,0.61484375,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/dqwrecsda_jpg.rf.6ead3408867833226958438806e193b2.jpg,ER_29,0.328125,0.49375,,,0.44921875,0.6125,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/45_jpg.rf.6b88c5ef1e6cd1e597d15aeff5375bad.jpg,ER_16,0.4234375,0.6953125,,,0.5234375,0.78125,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/45_jpg.rf.6b88c5ef1e6cd1e597d15aeff5375bad.jpg,ER_18,0.5234375,0.7078125,,,0.625,0.78984375,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/45_jpg.rf.6b88c5ef1e6cd1e597d15aeff5375bad.jpg,ER_37,0.625,0.7203125,,,0.74140625,0.7890625,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/45_jpg.rf.6b88c5ef1e6cd1e597d15aeff5375bad.jpg,ER_27,0.746875,0.7109375,,,0.865625,0.80625,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/45_jpg.rf.6b88c5ef1e6cd1e597d15aeff5375bad.jpg,ER_43,0.88125,0.7265625,,,0.97109375,0.80859375,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/imag3414es_jpg.rf.6f83ff0d8eaf1db45bf2b7a5a50dd1db.jpg,iron_high,0.0546875,0.2046875,,,0.221728125,0.6857421875,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/imag3414es_jpg.rf.6f83ff0d8eaf1db45bf2b7a5a50dd1db.jpg,iron_medium,0.2921875,0.2171875,,,0.4559578125,0.6845703125,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/imag3414es_jpg.rf.6f83ff0d8eaf1db45bf2b7a5a50dd1db.jpg,iron_low,0.515625,0.2234375,,,0.699609375,0.6673828125,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/imag3414es_jpg.rf.6f83ff0d8eaf1db45bf2b7a5a50dd1db.jpg,DN_iron,0.7453125,0.1734375,,,0.9498046875,0.7078125,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/PXL_20221022_021234841_jpg.rf.6e33335e25b621ac53f5860f82cbdea4.jpg,DN_dry_clean,0.3078125,0.38125,,,0.35859375,0.41796875,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/PXL_20221022_021234841_jpg.rf.6e33335e25b621ac53f5860f82cbdea4.jpg,iron_medium,0.365625,0.390625,,,0.409375,0.4234375,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/PXL_20221022_021234841_jpg.rf.6e33335e25b621ac53f5860f82cbdea4.jpg,tumble_dry_medium,0.4171875,0.3890625,,,0.46484375,0.42578125,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/PXL_20221022_021234841_jpg.rf.6e33335e25b621ac53f5860f82cbdea4.jpg,DN_bleach,0.46875,0.396875,,,0.52265625,0.4265625,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/PXL_20221022_021234841_jpg.rf.6e33335e25b621ac53f5860f82cbdea4.jpg,30C,0.5265625,0.4,,,0.575,0.440625,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/166_jpg.rf.6e348c199a23f4fd1c7f410cea0f320b.jpg,iron_medium,0.4171875,0.7078125,,,0.5247078125,0.7954109375,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/166_jpg.rf.6e348c199a23f4fd1c7f410cea0f320b.jpg,DN_bleach,0.53125,0.7125,,,0.660840625,0.794140625,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/166_jpg.rf.6e348c199a23f4fd1c7f410cea0f320b.jpg,DN_dry_clean,0.653125,0.70625,,,0.7472171875,0.78154375,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/166_jpg.rf.6e348c199a23f4fd1c7f410cea0f320b.jpg,DN_tumble_dry,0.7546875,0.69375,,,0.8532234375,0.771484375,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/PXL_20221022_034806861_jpg.rf.6d861684a41a87c8e4f565f0dafbd982.jpg,DN_dry_clean,0.36875,0.403125,,,0.394140625,0.4610359375,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/PXL_20221022_034806861_jpg.rf.6d861684a41a87c8e4f565f0dafbd982.jpg,DN_dry_clean,0.54375,0.3515625,,,0.584521875,0.409228125,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/PXL_20221022_034806861_jpg.rf.6d861684a41a87c8e4f565f0dafbd982.jpg,DN_dry_clean,0.640625,0.309375,,,0.696484375,0.3809578125,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/PXL_20221022_034806861_jpg.rf.6d861684a41a87c8e4f565f0dafbd982.jpg,DN_iron,0.375,0.465625,,,0.40029375,0.5188484375,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/PXL_20221022_034806861_jpg.rf.6d861684a41a87c8e4f565f0dafbd982.jpg,DN_iron,0.546875,0.4171875,,,0.5872078125,0.481103125,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/PXL_20221022_034806861_jpg.rf.6d861684a41a87c8e4f565f0dafbd982.jpg,DN_iron,0.640625,0.38125,,,0.696484375,0.4500484375,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/PXL_20221022_034806861_jpg.rf.6d861684a41a87c8e4f565f0dafbd982.jpg,DN_tumble_dry,0.6484375,0.45625,,,0.700146875,0.5172359375,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/PXL_20221022_034806861_jpg.rf.6d861684a41a87c8e4f565f0dafbd982.jpg,DN_tumble_dry,0.553125,0.4875,,,0.5903328125,0.54506875,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/PXL_20221022_034806861_jpg.rf.6d861684a41a87c8e4f565f0dafbd982.jpg,DN_tumble_dry,0.384375,0.525,,,0.41254843750000003,0.56904375,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/PXL_20221022_034806861_jpg.rf.6d861684a41a87c8e4f565f0dafbd982.jpg,DN_bleach,0.3953125,0.5703125,,,0.4231453125,0.621875,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/PXL_20221022_034806861_jpg.rf.6d861684a41a87c8e4f565f0dafbd982.jpg,DN_bleach,0.5640625,0.55,,,0.5956546875,0.6001953125,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/PXL_20221022_034806861_jpg.rf.6d861684a41a87c8e4f565f0dafbd982.jpg,DN_bleach,0.65,0.5203125,,,0.712646875,0.5987312499999999,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/PXL_20221022_034806861_jpg.rf.6d861684a41a87c8e4f565f0dafbd982.jpg,DN_wash,0.65625,0.596875,,,0.7094734375,0.6704109375,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/PXL_20221022_034806861_jpg.rf.6d861684a41a87c8e4f565f0dafbd982.jpg,DN_wash,0.571875,0.6109375,,,0.6090828125,0.6654296875,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/PXL_20221022_034806861_jpg.rf.6d861684a41a87c8e4f565f0dafbd982.jpg,DN_wash,0.4078125,0.6265625,,,0.4283203125,0.6673828125,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/images_jpeg.rf.6b3654e181e761e656ae4a4be4862e07.jpg,40C,0.3625,0.515625,,,0.41953125,0.6,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/images_jpeg.rf.6b3654e181e761e656ae4a4be4862e07.jpg,DN_bleach,0.4203125,0.5046875,,,0.47890625,0.590625,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/images_jpeg.rf.6b3654e181e761e656ae4a4be4862e07.jpg,DN_tumble_dry,0.478125,0.49375,,,0.53359375,0.5765625,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/images_jpeg.rf.6b3654e181e761e656ae4a4be4862e07.jpg,iron_low,0.5375,0.4859375,,,0.5875,0.565625,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/images_jpeg.rf.6b3654e181e761e656ae4a4be4862e07.jpg,DN_dry_clean,0.584375,0.46875,,,0.6390625,0.553125,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/PXL_20221022_034209475_jpg.rf.7294219f798035c09b2e93ef4b159e3f.jpg,DN_wash,0.4703125,0.6125,,,0.50234375,0.66953125,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/PXL_20221022_034209475_jpg.rf.7294219f798035c09b2e93ef4b159e3f.jpg,DN_wash,0.5046875,0.615625,,,0.54140625,0.67109375,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/PXL_20221022_034209475_jpg.rf.7294219f798035c09b2e93ef4b159e3f.jpg,DN_bleach,0.4703125,0.5546875,,,0.50234375,0.60859375,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/PXL_20221022_034209475_jpg.rf.7294219f798035c09b2e93ef4b159e3f.jpg,DN_bleach,0.50625,0.5515625,,,0.540625,0.60703125,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/PXL_20221022_034209475_jpg.rf.7294219f798035c09b2e93ef4b159e3f.jpg,DN_tumble_dry,0.4765625,0.5046875,,,0.50234375,0.5546875,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/PXL_20221022_034209475_jpg.rf.7294219f798035c09b2e93ef4b159e3f.jpg,DN_tumble_dry,0.5078125,0.496875,,,0.540625,0.5484375,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/PXL_20221022_034209475_jpg.rf.7294219f798035c09b2e93ef4b159e3f.jpg,DN_iron,0.478125,0.446875,,,0.5015625,0.4953125,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/PXL_20221022_034209475_jpg.rf.7294219f798035c09b2e93ef4b159e3f.jpg,DN_iron,0.503125,0.4421875,,,0.5375,0.490625,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/PXL_20221022_034209475_jpg.rf.7294219f798035c09b2e93ef4b159e3f.jpg,dry_clean_any_solvent_except_trichloroethylene,0.503125,0.3921875,,,0.53125,0.4390625,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/PXL_20221022_034209475_jpg.rf.7294219f798035c09b2e93ef4b159e3f.jpg,dry_clean_any_solvent_except_trichloroethylene,0.484375,0.409375,,,0.5015625,0.446875,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/9_jpg.rf.6f936efe83904b75e62535f0f111f62b.jpg,30C,0.0703125,0.1296875,,,0.2074703125,0.25288125,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/9_jpg.rf.6f936efe83904b75e62535f0f111f62b.jpg,DN_bleach,0.25625,0.1359375,,,0.3828125,0.23403281250000002,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/9_jpg.rf.6f936efe83904b75e62535f0f111f62b.jpg,iron_medium,0.621875,0.134375,,,0.753515625,0.242040625,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/9_jpg.rf.6f936efe83904b75e62535f0f111f62b.jpg,dry_clean_any_solvent_except_trichloroethylene,0.8046875,0.134375,,,0.92529375,0.2421875,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/9_jpg.rf.6f936efe83904b75e62535f0f111f62b.jpg,DN_tumble_dry,0.4375,0.1265625,,,0.56875,0.250146875,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/istockphoto-1048941840-612x612_jpeg.rf.738f318bd2d5241938d80896ad421b8b.jpg,40C,0.490625,0.4203125,,,0.537353125,0.4762203125,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/istockphoto-1048941840-612x612_jpeg.rf.738f318bd2d5241938d80896ad421b8b.jpg,DN_bleach,0.525,0.384375,,,0.5652828125,0.440478125,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/istockphoto-1048941840-612x612_jpeg.rf.738f318bd2d5241938d80896ad421b8b.jpg,DN_tumble_dry,0.553125,0.353125,,,0.5847171875,0.3986328125,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/istockphoto-1048941840-612x612_jpeg.rf.738f318bd2d5241938d80896ad421b8b.jpg,iron_medium,0.5796875,0.315625,,,0.6109375,0.36586875,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/istockphoto-1048941840-612x612_jpeg.rf.738f318bd2d5241938d80896ad421b8b.jpg,DN_dry_clean,0.60625,0.278125,,,0.6359375,0.3282234375,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/PXL_20221022_034209475_jpg.rf.700e5965fc7d147101d55c7784a6e0f4.jpg,DN_wash,0.4703125,0.6125,,,0.5030281249999999,0.6688484375,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/PXL_20221022_034209475_jpg.rf.700e5965fc7d147101d55c7784a6e0f4.jpg,DN_wash,0.503125,0.6140625,,,0.543896875,0.671728125,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/PXL_20221022_034209475_jpg.rf.700e5965fc7d147101d55c7784a6e0f4.jpg,DN_bleach,0.4703125,0.5546875,,,0.50185625,0.609278125,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/PXL_20221022_034209475_jpg.rf.700e5965fc7d147101d55c7784a6e0f4.jpg,DN_bleach,0.503125,0.55,,,0.54375,0.6093265625,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/PXL_20221022_034209475_jpg.rf.700e5965fc7d147101d55c7784a6e0f4.jpg,DN_tumble_dry,0.4734375,0.503125,,,0.5043453125,0.555859375,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/PXL_20221022_034209475_jpg.rf.700e5965fc7d147101d55c7784a6e0f4.jpg,DN_tumble_dry,0.50625,0.496875,,,0.540625,0.5484375,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/PXL_20221022_034209475_jpg.rf.700e5965fc7d147101d55c7784a6e0f4.jpg,DN_iron,0.4765625,0.446875,,,0.5029296875,0.49404375,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/PXL_20221022_034209475_jpg.rf.700e5965fc7d147101d55c7784a6e0f4.jpg,DN_iron,0.5,0.4390625,,,0.540234375,0.4919921875,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/PXL_20221022_034209475_jpg.rf.700e5965fc7d147101d55c7784a6e0f4.jpg,dry_clean_any_solvent_except_trichloroethylene,0.5015625,0.3921875,,,0.5326171875,0.4392578125,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/PXL_20221022_034209475_jpg.rf.700e5965fc7d147101d55c7784a6e0f4.jpg,dry_clean_any_solvent_except_trichloroethylene,0.484375,0.409375,,,0.500390625,0.446875,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/187_jpg.rf.73486442fa7e53788c606a03708ad882.jpg,DN_bleach,0.278125,0.38125,,,0.38310625,0.44716875,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/187_jpg.rf.73486442fa7e53788c606a03708ad882.jpg,DN_tumble_dry,0.4390625,0.3875,,,0.540771875,0.4449703125,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/187_jpg.rf.73486442fa7e53788c606a03708ad882.jpg,iron_low,0.6015625,0.3859375,,,0.7059578125,0.44502031249999996,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/187_jpg.rf.73486442fa7e53788c606a03708ad882.jpg,DN_dry_clean,0.7953125,0.3859375,,,0.8799312499999999,0.432959375,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/PXL_20221022_040509751_jpg.rf.72efaec9b8211df36650d04b459a2cc9.jpg,40C,0.3921875,0.384375,,,0.4437015625,0.4187984375,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/PXL_20221022_040509751_jpg.rf.72efaec9b8211df36650d04b459a2cc9.jpg,DN_bleach,0.446875,0.3859375,,,0.4919921875,0.42055625,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/PXL_20221022_040509751_jpg.rf.72efaec9b8211df36650d04b459a2cc9.jpg,DN_tumble_dry,0.5,0.3859375,,,0.541015625,0.4200203125,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/PXL_20221022_040509751_jpg.rf.72efaec9b8211df36650d04b459a2cc9.jpg,iron_low,0.5453125,0.3859375,,,0.5987312499999999,0.42060624999999996,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/PXL_20221022_040509751_jpg.rf.72efaec9b8211df36650d04b459a2cc9.jpg,DN_dry_clean,0.6,0.3875,,,0.6513671875,0.42211875,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/90_jpg.rf.73dcc504c2a4df7bef09c36ed157db99.jpg,ER_25,0.3921875,0.3484375,,,0.4828125,0.4109375,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/90_jpg.rf.73dcc504c2a4df7bef09c36ed157db99.jpg,ER_18,0.2921875,0.3546875,,,0.3719734375,0.4185546875,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/90_jpg.rf.73dcc504c2a4df7bef09c36ed157db99.jpg,ER_2,0.16875,0.359375,,,0.27163125,0.413915625,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/90_jpg.rf.73dcc504c2a4df7bef09c36ed157db99.jpg,ER_37,0.5140625,0.3484375,,,0.6079109375,0.4060546875,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/90_jpg.rf.73dcc504c2a4df7bef09c36ed157db99.jpg,ER_52,0.6171875,0.340625,,,0.7248046875,0.3996578125,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/142_jpg.rf.74302a9ea54f89a89c85946a21747537.jpg,non_chlorine_bleach,0.4859375,0.5796875,,,0.5516109375,0.6360359375,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/142_jpg.rf.74302a9ea54f89a89c85946a21747537.jpg,tumble_dry_low,0.5796875,0.5828125,,,0.6594734375,0.6357421875,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/142_jpg.rf.74302a9ea54f89a89c85946a21747537.jpg,iron_medium,0.6765625,0.5765625,,,0.76435625,0.6340828125,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/74_jpg.rf.78bf40f4ec0d355a55e6404e3b8533c5.jpg,ER_15,0.1234375,0.440625,,,0.2325203125,0.513965625,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/74_jpg.rf.78bf40f4ec0d355a55e6404e3b8533c5.jpg,ER_18,0.2515625,0.4375,,,0.36079062500000003,0.522265625,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/74_jpg.rf.78bf40f4ec0d355a55e6404e3b8533c5.jpg,ER_27,0.365625,0.4328125,,,0.4890140625,0.52055625,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/74_jpg.rf.78bf40f4ec0d355a55e6404e3b8533c5.jpg,ER_37,0.4890625,0.4375,,,0.632715625,0.52216875,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/74_jpg.rf.78bf40f4ec0d355a55e6404e3b8533c5.jpg,ER_42,0.65,0.45,,,0.7454109375,0.517090625,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/PXL_20221022_034219597_jpg.rf.74717396dcaaf1e516c694dbd95f4ef8.jpg,dry_clean_any_solvent_except_trichloroethylene,0.4109375,0.5140625,,,0.44375,0.5578125,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/PXL_20221022_034219597_jpg.rf.74717396dcaaf1e516c694dbd95f4ef8.jpg,dry_clean_any_solvent_except_trichloroethylene,0.4484375,0.490625,,,0.47890625,0.5390625,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/PXL_20221022_034219597_jpg.rf.74717396dcaaf1e516c694dbd95f4ef8.jpg,DN_iron,0.4625,0.5390625,,,0.5015625,0.59453125,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/PXL_20221022_034219597_jpg.rf.74717396dcaaf1e516c694dbd95f4ef8.jpg,DN_iron,0.425,0.559375,,,0.46328125,0.61484375,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/PXL_20221022_034219597_jpg.rf.74717396dcaaf1e516c694dbd95f4ef8.jpg,DN_tumble_dry,0.440625,0.6125,,,0.48125,0.678125,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/PXL_20221022_034219597_jpg.rf.74717396dcaaf1e516c694dbd95f4ef8.jpg,DN_tumble_dry,0.4796875,0.5890625,,,0.51484375,0.65390625,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/PXL_20221022_034219597_jpg.rf.74717396dcaaf1e516c694dbd95f4ef8.jpg,DN_wash,0.4640625,0.728125,,,0.50703125,0.79296875,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/PXL_20221022_034219597_jpg.rf.74717396dcaaf1e516c694dbd95f4ef8.jpg,DN_wash,0.50625,0.7125,,,0.546875,0.77421875,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/PXL_20221022_034219597_jpg.rf.74717396dcaaf1e516c694dbd95f4ef8.jpg,DN_bleach,0.4921875,0.6515625,,,0.53984375,0.70703125,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/PXL_20221022_034219597_jpg.rf.74717396dcaaf1e516c694dbd95f4ef8.jpg,DN_bleach,0.4515625,0.66875,,,0.496875,0.72578125,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/22_jpg.rf.6fc483a1def18674c9150b3834b2ae01.jpg,ER_3,0.3375,0.615625,,,0.40498124999999996,0.6668953125,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/22_jpg.rf.6fc483a1def18674c9150b3834b2ae01.jpg,ER_18,0.403125,0.6140625,,,0.467090625,0.6703125,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/22_jpg.rf.6fc483a1def18674c9150b3834b2ae01.jpg,ER_27,0.4625,0.615625,,,0.530859375,0.66875,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/22_jpg.rf.6fc483a1def18674c9150b3834b2ae01.jpg,ER_37,0.5265625,0.61875,,,0.5951171875,0.66591875,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/22_jpg.rf.6fc483a1def18674c9150b3834b2ae01.jpg,ER_52,0.59375,0.621875,,,0.6578125,0.665625,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/22_jpg.rf.6fc483a1def18674c9150b3834b2ae01.jpg,KR_5,0.3390625,0.6703125,,,0.3890625,0.72060625,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/22_jpg.rf.6fc483a1def18674c9150b3834b2ae01.jpg,KR_13,0.3984375,0.671875,,,0.4609375,0.7235359375,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/22_jpg.rf.6fc483a1def18674c9150b3834b2ae01.jpg,KR_26,0.4625,0.675,,,0.5280765625,0.7189453125,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/22_jpg.rf.6fc483a1def18674c9150b3834b2ae01.jpg,KR_32,0.528125,0.671875,,,0.5887203125,0.7232421875,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/22_jpg.rf.6fc483a1def18674c9150b3834b2ae01.jpg,KR_19,0.5875,0.671875,,,0.65810625,0.725,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/22_jpg.rf.6fc483a1def18674c9150b3834b2ae01.jpg,ER_21,0.3875,0.721875,,,0.4609375,0.7748046875,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/22_jpg.rf.6fc483a1def18674c9150b3834b2ae01.jpg,ER_27,0.459375,0.7234375,,,0.52836875,0.78100625,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/22_jpg.rf.6fc483a1def18674c9150b3834b2ae01.jpg,ER_37,0.5234375,0.7296875,,,0.5829109375,0.7782234375,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/22_jpg.rf.6fc483a1def18674c9150b3834b2ae01.jpg,ER_52,0.578125,0.7234375,,,0.6564453125,0.77998125,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/PJ-CI404_TAGS_16U_20161101114518_jpg.rf.746dce5f6793b207160c2a47796d9fb4.jpg,machine_wash_normal,0.225,0.1234375,,,0.3215828125,0.190625,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/PJ-CI404_TAGS_16U_20161101114518_jpg.rf.746dce5f6793b207160c2a47796d9fb4.jpg,machine_wash_permanent_press,0.365625,0.121875,,,0.47509843749999997,0.1984375,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/PJ-CI404_TAGS_16U_20161101114518_jpg.rf.746dce5f6793b207160c2a47796d9fb4.jpg,machine_wash_delicate,0.5109375,0.1234375,,,0.613965625,0.2046875,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/PJ-CI404_TAGS_16U_20161101114518_jpg.rf.746dce5f6793b207160c2a47796d9fb4.jpg,hand_wash,0.646875,0.1,,,0.7580078125,0.19375,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/PJ-CI404_TAGS_16U_20161101114518_jpg.rf.746dce5f6793b207160c2a47796d9fb4.jpg,DN_wash,0.815625,0.1234375,,,0.9499515625000001,0.1904296875,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/PJ-CI404_TAGS_16U_20161101114518_jpg.rf.746dce5f6793b207160c2a47796d9fb4.jpg,DN_bleach,0.815625,0.2578125,,,0.95,0.32529375,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/PJ-CI404_TAGS_16U_20161101114518_jpg.rf.746dce5f6793b207160c2a47796d9fb4.jpg,DN_dry,0.825,0.403125,,,0.93154375,0.4546875,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/PJ-CI404_TAGS_16U_20161101114518_jpg.rf.746dce5f6793b207160c2a47796d9fb4.jpg,DN_wring,0.8234375,0.4765625,,,0.9391609375,0.5294921875,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/PJ-CI404_TAGS_16U_20161101114518_jpg.rf.746dce5f6793b207160c2a47796d9fb4.jpg,shade_dry,0.8375,0.546875,,,0.9219734374999999,0.605859375,,
